setting,split,group,target_index,n_trials
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|2,2,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|11,11,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|17,17,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|18,18,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|19,19,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|30,30,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|38,38,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|42,42,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|52,52,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|61,61,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|66,66,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|67,67,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|72,72,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|76,76,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|85,85,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|89,89,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|94,94,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|96,96,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|104,104,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|120,120,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|122,122,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|123,123,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|131,131,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|133,133,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|136,136,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|140,140,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|142,142,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|143,143,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|151,151,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|155,155,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,P07|156,156,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|0,0,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|2,2,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|11,11,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|17,17,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|18,18,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|19,19,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|30,30,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|38,38,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|42,42,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|52,52,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|61,61,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|66,66,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|67,67,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|72,72,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|76,76,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|85,85,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|89,89,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|94,94,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|96,96,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|104,104,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|120,120,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|122,122,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|123,123,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|131,131,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|133,133,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|136,136,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|140,140,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|142,142,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|143,143,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|151,151,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|155,155,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,melina|156,156,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|0,0,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|2,2,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|11,11,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|17,17,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|18,18,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|19,19,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|30,30,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|38,38,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|42,42,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|52,52,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|61,61,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|66,66,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|67,67,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|72,72,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|76,76,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|85,85,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|89,89,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|94,94,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|104,104,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|120,120,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|122,122,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|123,123,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|131,131,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|133,133,2
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|140,140,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|142,142,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|143,143,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|151,151,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|155,155,1
baseline_allch_80_700ms_6bins__train-subject_image__eval-subject_image,val,zar|156,156,2
baseline_allch_80_700ms_6bins__train-image__eval-image,train,1,1,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,3,3,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,4,4,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,5,5,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,6,6,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,7,7,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,8,8,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,9,9,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,10,10,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,12,12,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,13,13,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,14,14,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,15,15,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,16,16,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,20,20,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,21,21,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,22,22,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,23,23,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,24,24,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,25,25,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,26,26,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,27,27,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,28,28,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,29,29,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,31,31,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,32,32,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,33,33,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,34,34,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,35,35,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,36,36,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,37,37,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,39,39,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,40,40,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,41,41,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,43,43,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,44,44,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,45,45,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,46,46,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,47,47,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,48,48,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,49,49,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,50,50,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,51,51,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,53,53,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,54,54,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,55,55,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,56,56,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,57,57,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,58,58,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,59,59,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,60,60,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,62,62,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,63,63,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,64,64,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,65,65,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,68,68,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,69,69,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,70,70,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,71,71,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,73,73,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,74,74,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,75,75,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,77,77,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,78,78,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,79,79,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,80,80,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,81,81,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,82,82,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,83,83,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,84,84,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,86,86,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,87,87,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,88,88,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,90,90,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,91,91,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,92,92,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,93,93,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,95,95,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,97,97,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,98,98,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,99,99,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,100,100,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,101,101,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,102,102,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,103,103,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,105,105,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,106,106,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,107,107,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,108,108,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,109,109,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,110,110,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,111,111,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,112,112,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,113,113,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,114,114,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,115,115,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,116,116,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,117,117,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,118,118,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,119,119,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,121,121,5
baseline_allch_80_700ms_6bins__train-image__eval-image,train,124,124,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,125,125,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,126,126,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,127,127,6
baseline_allch_80_700ms_6bins__train-image__eval-image,train,128,128,12
baseline_allch_80_700ms_6bins__train-image__eval-image,train,129,129,11
baseline_allch_80_700ms_6bins__train-image__eval-image,train,130,130,6
